date,news_text
2015/4/11,Analyst: Apple Watch May Not Be A Threat To Garmin After All: [Benzinga] - Garmin Ltd. (N...
2015/4/11,Apple in talks with musicians for exclusive streaming deals: Bloomberg
2015/4/11,"$AAPL - IBM Used To Be Bigger Than Apple, What Happened?"
2015/4/12,"RT @Eternity100000: $AAPL based on FRI Apr 10 close

Breakout = 131.69
R2 = 128.47
R1 = 127.79
Pivot = 126.52
S1 = 125.84
S2 = 124.57
Break…"
2015/4/12,Sell $AAPL! ! Earn 6% a month with our "Top 10 Hedge Fund" Artificial Intelligence &gt;
2015/4/12,RT @greensboro_nc: IDC's Forecast Brings Good News for Apple Watch - Motley Fool
2015/4/12,"The 10 biggest technology stories this week: Apple Watch, ‘Game of Thrones'…"
2015/4/12,@PlantMoneySeeds would love to see $AAPL hit $130 by Wednesday
2015/4/12,RT @takenstock: Direction of the markets likely determined by next move in $AAPL.  Earnings is April 27.
2015/4/12,RT @StockTwits: A great comic from xkcd. Especially now that the Apple Watch is out
2015/4/12,"@Tim_Cook says #AppleWatch “orders are great” in visit to Palo Alto Apple Store, wears custom watch w/red crown"
2015/4/12,"$AAPL:

Apple Finally Releases Apple Watch For Pre-Order. What Are ...:"
2015/4/12,Faster 'NVM Express' SSD Interface Arrives on Retina MacBook and OS X 10.10.3: Apple has quietly introdu...
2015/4/12,RT @OM_giveaways: Learn stock technical analysis and charting.
2015/4/12,"$TWX $AAPL $CVC:

'Game of Thrones' Episodes Leaked Before Season Opener, HBO ...:"
2015/4/12,Kenu Stance: a compact tripod for iPhone
2015/4/13,"RT @Huskerbjr: Which one are you getting? RT @FGIO56: Tried on &amp; got to demo the Apple Watch today it's really cool. 
$AAPL"
2015/4/13,RT @ppprophet: Why the Next StockMarket Crash Will Happen Any Day Now
2015/4/13,RT @WSJ: The Apple Watch isn't just a tiny iPhone. A tip sheet on how to use the new smartwatch:
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,"RT @barronstechblog: Apple Watch First Weekend Numbers up to 2.5M; Trouble for Fossil, Movado? - Tech Trader Daily - $AAPL $MOV $FOSL"
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @amigobulls: $AAPL What can be achieved in a single second? Apple redefines one second!!
2015/4/13,"RT @MarketWatch: Apple sold 1 million iPhones this weekend. In 2007, it took $AAPL 74 days to sell its one millionth iPhone:"
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @ivanhoff: "@jfahmy: Last Night's BLOG POST: 5 Reasons to Stay Bullish Over the Near-Term
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,$AAPL $127 LONG Global Equities raises price target to $176 as #AppleWatch exceeds expectations.
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @iPhoneTeam: The Apple Watch beat Android smartwatch yearly sales in a single day $AAPL $GOOG
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,$AAPL Gene Munster says Capital return headline number could be closer to $170B vs Street $150B - Piper Jaffray
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,JLG reviews tech media's Apple Watch reviews: they all say very little of value &amp; nobody cares anyway @gassee $AAPL
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @MattSoleyn: Even Don Draper would be impressed with the advertising done by #Apple today. $AAPL #AppleWatch #MadMen #TV
2015/4/13,$AAPL News: "What's Wall Street Think Of The Apple Watch Now? $AAPL @TipRanks"
2015/4/13,Free Video: Trading Psychology Series: Ignorance
2015/4/13,$AAPL 127 up.. can we see 128 close
2015/4/13,"RT @camwilmot: PR: PC Shipments Beat Expectations Despite Great Ods, According to @IDC $AAPL, $DELL, $HPQ,"
2015/4/13,$AAPL What can be achieved in a single second? Apple redefines one second!!
2015/4/13,Great deal: 84% off a 4-year subscription to ibVPN Total Plan
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,"@econhedge $AAPL Your tweet has been featured on Market Parse, for iPhone."
2015/4/13,RT @JustinPulitzer: Weekend Review VIDEO: $SPY $IWM $QQQ $TLT $IBB $AAPL $AMZN $BABA $BIDU $FB $TWTR $FEYE $GILD $GOOGL $NFLX $PCLN $TSLA h…
2015/4/13,"Most active OPTIONS: $BABA internet connected cars, $FB, $BAC earnings, $GE analyst buy rating, $AAPL watch preorders"
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,@GuyAdami @MelissaLeeCNBC @RedDogT3 @RiskReversal @JustinPulitzer So PT $AAPL around $175  = Short $AAPL vs. $128 and long $TWTR
2015/4/13,$AAPL needs above $130 to get long.
2015/4/13,On The Fly: Top stock stories at midday $QCOM $AAPL $BLDR $AGI $AUQ $SINA $BAS: Full Story
2015/4/13,Apple Price Target Lifted To $176 At Global Equities On Watch Demand -
2015/4/13,@MacurdyTrader $AAPL Breaking The PR Mold For Apple Watch
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,RT @philstockworld: Cantor Predicts $AAPL #Apple will gain one $GOOG #Google in Value This Year --
2015/4/13,$AAPL - Breaking The PR Mold For Apple Watch
2015/4/13,$ARWR  Our number one percentage gainer today.  Other setups we like $JUNO $AAPL $FEYE $TUBE $JMEI  $GPRO $IBB More
2015/4/13,Nokia: Who Needs A Map?
2015/4/13,"To those saying 1M $AAPL watches preorder is disappointing: At average price of $700, 1M watches = $700M = 1/4 of $FOSL 2014 Watch Sales"
2015/4/13,Go $AAPL calls gooooo
2015/4/13,RT @Benzinga: Get ready to trade the week w/@RedDogT3 @harmongreg @TripleDTrader @Spus talking $AAPL $NFLX $FEYE live on
2015/4/13,Brazil’s iPhone investment falls short.
2015/4/13,Apple Inc. Could Prioritize Successful Product Fulfillment Over Spectacle Launches $AAPL
2015/4/14,Tuesday Morning Market Video
2015/4/14,"THE BINARY OPTIONS COMPETITION WIN $100,000"
2015/4/14,"THE BINARY OPTIONS COMPETITION WIN $100,000"
2015/4/14,"$AAPL Daily Deals: Alienware Alpha, Seagate external storage, Lytro camera"
2015/4/14,APPLE Technicals - Monthly Weekly Levels $AAPL ???#aapl
2015/4/14,5 Reasons Apple May Build A Car $AAPL
2015/4/14,Apple's Music Strategy Looks Increasingly Risky
2015/4/14,RT @TheStreetTech: Five Reasons Why Apple Could Definitely Be Building a Car $AAPL
2015/4/14,Apple Releases iOS 8.4 Preview With Radical Music Overhaul
2015/4/14,"RT @abnormalreturns: Tuesday links: internalizing performance, biotech froth and $AAPL design."
2015/4/14,$AAPL out some more puts. What's the opposite of 'strong like bull'?
2015/4/14,#Workflow bringing over 200 automated actions to your #AppleWatch
2015/4/14,Miss it? #MarketMovers 4/14 IBM &amp; Apple create "Watson Health" $AAPL $IBM Nokia confirm Alcatel merger talks $NOK
2015/4/14,"Raymond James Rating Update on Apple Inc. (NASDAQ:AAPL) - TickerLens $AAPL #AAPL,Apple"
2015/4/14,MOVERS &amp; SHAKERS
2015/4/14,RT @Bidnessetc: Apple Watch To Maintain Desirability Post Launch: Cantor -
2015/4/14,"$AAPL ? Gap filling reversal bar within outlined consolidation.
1.26/1 Buyers"
2015/4/14,$VIX $USD major indices $GOOG $PCLN $TWTR $FB $AAPL $EBAY $GM $DUST $BABA
2015/4/15,These assets are seeing a jump in tweets $EURUSD $AAPL
2015/4/15,What will the $DOW do tomorrow?
2015/4/15,@jamoralesberti $AAPL Apple buys 3D/multi-image camera module developer LinX
2015/4/15,#KCA #VoteJKT48ID ikf_france: Apple Stock News: Market Share In China Increases  $AAPL
2015/4/15,An #Apple #Watch A Day &amp; #IBM To Keep Doctor Away?
2015/4/15,Option Millionaires: ced70: FWIW...$AAPL will be all over 129 within 2-3
2015/4/15,RT @CashRocket: $AAPL looking just like $GILD before it took off. #COILED
2015/4/15,"""@dark_trader: $AAPL 49k buyer 126.96"" watching 127..."
2015/4/15,$AAPL out half +.50 baa
2015/4/15,Free Video Tutorial #psychology of #trading
2015/4/15,"$AAPL jimmybob: Apple services profit contribution rising, says $UBS: jimmybob"
2015/4/15,RT @MarketSwingPlay: $AAPL Choppy as heck.  Selling into the pops so far
2015/4/15,"RT @zerobeta: To those saying 1M $AAPL watches preorder is disappointing: At average price of $700, 1M watches = $700M = 1/4 of $FOSL 2014 …"
2015/4/15,Volume leaders @ CBOE: $AAPL $NFLX $C $PBR $KMI $RIG $MCP $TWTR $GILD $BAC
2015/4/15,$GILD News: "Volume leaders @ CBOE: $AAPL $NFLX $C $PBR $KMI $RIG $MCP $TWTR …"
2015/4/15,Apple buys 3D/multi-image camera module developer LinX $AAPL
2015/4/15,RT Ready 4 explosive week $FWDG the next $THCZ $OSLH $MDCN runner! $MJMD on Watch #Marijuana #Cannabis $FB $TWTR $PCLN $NFLX $AAPL $SIRI
2015/4/15,Follow me into live stock chat! $GOOG $PCLN $TWTR $FB $AAPL $EBAY $GM $DUST $BABA
2015/4/15,RT @BullTradeDotCom: $AAPL will hit $129 within the next few days. Money could be made on next weeks calls
2015/4/15,Our Penny Stock Alert On $OSLH Yesterday Closed Up 64%! Get Our Next Pick Early:
2015/4/15,"""@CapCrunch: $AAPL Normal action smothered by call option overhang."" which must make it a stock buy opportunity .. ?"
2015/4/15,"$AAPL:

Nokia to buy Alcatel-Lucent in $17 billion deal:"
2015/4/15,Platinum Members Saw Our Stock Alerts Gain Over 1600% In 4 Months! Subscribe Here:
2015/4/15,RT @AndySwan: $AAPL sideways =
2015/4/16,RT @Stockology101: Jawbone Puts Mobile Payments Into New Up4 Fitness Band:
2015/4/16,$ES_F EMINI SP500 Futures #TradingSignal #DayTrading Monthly Weekly &amp; Daily Key Support Resistance Levels $SPY $SPX $AAPL #ES_F #ibroker $FB
2015/4/16,RT @Bidnessetc: Apple Inc. Offer WWDC Scholarships -
2015/4/16,$MCP Pushing hard again for the next round for new highs! $FB  $NFLX $AAPL $MNOV $TWTR $PCLN
2015/4/16,@carlquintanilla @GuyAdami @MelissaLeeCNBC Sell in May? coming early? $AAPL $FB $GS -- not good price action.. 3-5% correction?
2015/4/16,Learn stock technical analysis and charting.
2015/4/16,RT @ACInvestorBlog: $AAPL The #AppleWatch is already wiping the floor with the entire smartwatch market
2015/4/16,RT @beckyhiu: $AAPL closing LOD. :(
2015/4/16,"THE BINARY OPTIONS COMPETITION WIN $100,000"
2015/4/16,FBR Capital Starts Apple $AAPL at Outperform
2015/4/16,Samsung Assigns 200-Member Team To Make Displays For Apple (AAPL)
2015/4/16,$ES_F EMINI SP500 Futures #TradingSignal #DayTrading Monthly Weekly &amp; Daily Key Support Resistance Levels $SPY $SPX $AAPL #ES_F #ibroker $FB
2015/4/16,You may be paying much higher spreads for US Tech Giants
2015/4/16,Scrap your $AAPL!! Make 6% per month with our "Top 10 Hedge Fund" Artificial Intelligence &lt;
2015/4/16,@mark_dow @joshuademasi @Fearlicious $AAPL
2015/4/16,RT @AlphaHatInc: $AAPL and $GOOG $GOOGL Market Capitalization compared
2015/4/17,RT @ppprophet: 7 YEAR ECONOMIC CRASH CYCLE 1987-1994-2001-2008.. 2015 SPX $SPY $DIA $VIX $TVIX $BAC $AAPL $MSFT $INTC $UGAZ $UWTI $QQQ #STO…
2015/4/17,WSJ: Apple is in talks with Canada’s six biggest banks about a potential November launch of Apple Pay:
2015/4/17,Apple Watch Success Not Limited To Unit Sales
2015/4/17,"I did it small, but put on $AAPL trade today. $121/$119 7DTE Put Ratios for .05 Credit. More as a way to lower a long entry price at support"
2015/4/17,Broke the 20 AND 50 DMA on Apple $AAPL chart $AAPL  #Trading #aapl
2015/4/17,"LOL!!

@Nitrozac and @Snaggy illustrate why $AAPL is worth more, every generation"
2015/4/17,RT @allstarcharts: people for some reason get mad when I sell things at Fibonacci targets. But had u not sold $AAPL March 20th you'd be stu…
2015/4/17,RT @stocknugget: Free Video Tutorial #psychology of #trading
2015/4/17,$AAPL $SPY dumpage. Waiting from the sidelines.
2015/4/17,Apple worth a trillion?
2015/4/17,RT @OsirisWealth: $AMZN looking for entry tomorrow earnings on 23 bullish on this one. $AAPL $LNKD $TSLA probably wait until next week for …
2015/4/17,DEA calls for increase in Marijuana research!
2015/4/17,"Apple Pay plans to launch in Canada this fall, sources say $AAPL"
2015/4/17,"RT @Kris_tin27: If they can run $NFLX this much, $AAPL should be at $180 the least. Defying $SPY action today &amp; all MA's."
2015/4/17,$AAPL - Why Is Apple Inc.'s Mobile Payment System Struggling in the World's Largest Smartphone Market?
2015/4/17,$AAPL - Why Is Apple Inc.'s Mobile Payment System Struggling in the World's Largest Smartphone Market?
2015/4/17,@andru08 $AAPL WSJ: Apple in talks to launch Apple Pay in Canada this fall
2015/4/17,@GuyAdami @RedDogT3 @JustinPulitzer Cheerleading on $AAPL $FB n $GS.. now all rolling over..
2015/4/17,@FilmProfessor9 Turning into Nice Friday selloff.  Love these pullbacks when you are a long term investor. Everything on sale. $FB $AAPL $GS
2015/4/17,RT @stockjumper: $GOOG $AAPL $TWTR Shorter and Sweeter - Update from Option Millionaires - Stock Options Chatroom Earlier this week... http…
2015/4/17,Stocks in the news. $SPY $NFLX $AMZN $AAPL $FB $TWTR $GS $JPM $MS $BAC $USO $VA $VAO $DAL
2015/4/18,RT @TradingAlpha11: $AAPL not what you want to see out of a wedging pattern; could test the 120.00 area again
2015/4/18,$AAPL - 3 Interesting Things About Apple Watch Pre-Orders
2015/4/18,Chayton Falke? YouTube Channel
2015/4/18,RT @HedgeMind: Jeremy Grantham's top 10 stocks: $ESRX $PM $RCL $MSFT $AAPL $AMZN $JNJ $KO $GOOGL $PG
2015/4/18,$AAPL - Statement of Changes in Beneficial Ownership (4)
2015/4/18,"THE BINARY OPTIONS COMPETITION WIN $100,000"
2015/4/18,"THE BINARY OPTIONS COMPETITION WIN $100,000"
2015/4/18,Apple $AAPL breakout stats
2015/4/18,Logging in now to live stock chat
2015/4/18,RT @MobilePotpurri: #Apple App Store revenue globally is 70% higher than Google Play - $AAPL #mobile #iOS
2015/4/18,Keep track of your car mileage with these useful iPhone apps
2015/4/18,Milan - Apple Watch exclusive collection of Sport band colors revealed $AAPL
2015/4/18,"YTD Nasdaq100
$AMZN +21.01%
$AAPL +13.02%
$FB +3.54%
$QQQ +2.67%
$CSCO +0.36%
$GOOG -0.45%
$MSFT -10.4%
$INTC -10.53%"
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,Stop trading $AAPL!!! Make 6% per month with our "Top 10 Hedge Fund" Artificial Intelligence &lt;
2015/4/19,"$PMCB Filings Updated Saturday, April 18, 2015 10:10:42 PM $ACAD $BABA $AAPL $CE"
2015/4/19,$AAPL - HBO Wants You to Watch "Game of Thrones" On Apple TV Instead of iPhone
2015/4/19,RT @chessNwine: NEW POST: Weekend Overview and Analysis 04/19/15 {Video}
2015/4/19,Porsche to offer Apple CarPlay in future models
2015/4/19,1 Huge Surprise Inside of Apple Inc.'s New MacBook - Motley Fool
2015/4/19,"Failed Apple Rootpipe Fix Leaves Backdoor On All Macs, Researchers Claim"
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,Free Video: Leaderboard DataViz
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,RT @chessNwine: NEW POST: Weekend Overview and Analysis 04/19/15 {Video}
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/19,RT @alphatrends: my VIDEO
2015/4/20,$AAPL - Calendrier des sociétés sur 15 jours
2015/4/20,True balls. $AAPL $GOOG $INTC $MTW $CAT $X $C $CSCO $T $SE $WU $MU $WBA
2015/4/20,"#Microsoft Embraces #AppleWatch , $MSFT $AAPL"
2015/4/20,RT @LindaChown2013: Тем временем стоимость акций $AAPL подобралась и даже немножко перепрыгнула через $600 рубеж!
2015/4/20,$CSCO vs. $MSI vs. $ORCL vs. $AAPL Compared Across 9 Critical Measures
2015/4/20,@racernic $AAPL lotto winna
2015/4/20,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/20,RT @gprickril: The #Apple #Watch Is Just 'Noise' Distracting Investors From These Bigger Issues $AAPL
2015/4/20,RT @nerdcriollo: Hoy #Apple Inc. $AAPL cerró a $127.6.
2015/4/20,RT @CBOE: Actives on open @ CBOE: $AAPL $NFLX $BIDU $GILD $TWTR $TSLA $MCD $AA $CVX $FB
2015/4/20,"COVER $AAPL 127.60, BUY $AMZN 389.80, BUY $ATVI 23.08, BUY $BIDU 211.86. More stock tips &amp; details at:"
2015/4/20,RT @philstockworld: April #PortfolioReview - Market Pullback Boosts our Gains! $TZA $SPY $USO $AAPL $INTC #VLO --
2015/4/20,"Does Apple Pay Even Matter for Financial Stocks? - TickerLens $AAPL #AAPL,Apple"
2015/4/20,Sell your $AAPL!!! Make 6% a month using our 'Top 10 Hedge Fund' Artificial Intelligence &lt;
2015/4/20,APPLE Technicals - Daily Levels. $AAPL ???#aapl
2015/4/20,RT @AlphaHatInc: Top 5 Stocks by Net Income
2015/4/20,RT @YahooFinance: Apple Watch will win and push Apple above one trillion dollars
2015/4/20,RT @BI_Europe: 10 things in tech you need to know today $AAPL $GOOG
2015/4/20,"$AAPL second target primary target hit, now waiting to see if it can shift to support"
2015/4/20,$AAPL feels like i am riding on a cruise smooth sailing
2015/4/21,"It’s about saving time.
YES..All under one roof:)"
2015/4/21,Fous4x2 #daytrading DVD review:
2015/4/21,APPLE Technicals - Daily Levels $AAPL ???#aapl
2015/4/21,"Time to Buy Apple Again? - TickerLens $AAPL #AAPL,Apple"
2015/4/21,$AAPL - IBM Reports Another Revenue Decline -- Update
2015/4/21,@KineticAnalyst $AAPL ...Apple is 13% of the #MG25 - Market Guru investor group's index.
2015/4/21,$AAPL out half at even money - missed the dip there.
2015/4/21,Dump $AAPL!!! Earn 6% per month using our "Top 10 Hedge Fund" Artificial Intelligence &gt;
2015/4/21,"$AAPL:

Apple Inc. Watch Shipments Are Go! Customers Billed Early:"
2015/4/21,"Report: New Corning Glass Could Be Used In Apple, Samsung Phones $AAPL $GLW"
2015/4/21,$HACK chart $F $GM $BA $MU $HPQ $JD $YY $FB $Z $LMT $TSLA $LOCO $NFLX $DDD $LNG $GPRO $ZU $AAPL $TSLA $SSYS $BA $CYBR
2015/4/21,WiperMovement: RT ChaytonFalke: Chayton Falke? YouTube Channel
2015/4/21,$ES_F EMINI SP500 Futures #TradingSignal #DayTrading Monthly Weekly &amp; Daily Key Support Resistance Levels $SPY $SPX $AAPL #ES_F #ibroker $FB
2015/4/21,Most active Nasdaq-traded stocks:
2015/4/21,Reverse en 56 largos de $AAPL a 127.47USD perdiendo -2.8USD IDOP208459  vía @TTtradertwit...
2015/4/21,"RT @MarketSwingPlay: $AAPL Bounced hard on pivot @ $124.40, This stock was busy today, it stole the show.  Retest in process $128.50"
2015/4/21,@FonsieTrader $AAPL ...A lot of Apple talk on #MarketGuru investor group.
2015/4/21,Millionaire trading student
2015/4/21,"$AAPL ? 
Flat Bias 1.17/1 Buyers"
2015/4/21,Free Video: Understanding The 30-minute Market Update
2015/4/21,"IBM revenue fell for a 12th straight quarter, but shares are trading at a 6-month high:"
2015/4/22,@AlanAlsson $AAPL Apple: Betting Big On The Camera
2015/4/22,@Mooeasy $AAPL Apple: Betting Big On The Camera
2015/4/22,Largest Information Technology Return on Assets  1: $AAPL  2: $IBM  3: $V  Chart:
2015/4/22,$FB $AAPL $GOOGL certainly the names we focus on our free newsletter
2015/4/22,$AAPL dsg
2015/4/22,#toptickertweets $SPY $AAPL $FB $KO $MCD $USD $TSLA $BA $ENZN $YHOO #sentiquant 20150422 09:25:15:578
2015/4/22,$AAPL $MCD $TMO intraday watchlist
2015/4/22,@HerbertRTarlicJ Look at $AAPL go. I am learning. Scaling off at 129 this time.
2015/4/22,Popular Apple Watch App Screenshots Revealed Ahead of Friday's Launch
2015/4/22,#toptickertweets $SPY $AAPL $VLTC $FB $ENZN $TSLA $MCD $USO $GOOG $CMG #sentiquant 20150422 16:00:13:746
2015/4/22,$AAPL couldn't get to 129...
2015/4/22,RT @weedsglass: RT Zinvestmentz: RT $MJMD #edibles #Cannabis #HEMP $THCZ $LNKD $FB $TWTR $ETSY $MDCN $AAPL $GPRO $SIRI $NFLX #Weed3 $MDBX $…
2015/4/22,RT @ACInvestorBlog: Setups for Wednesday
2015/4/22,RT $MJMD #edibles #Cannabis #HEMP $THCZ $LNKD $FB $TWTR $ETSY $MDCN $AAPL $GPRO $SIRI $NFLX #Weed3 $MDBX $CANN $MNST
2015/4/22,Can Apple Inc. Crush Analyst Estimates -- Again? $AAPL
2015/4/22,ChaytonFalke: Free Video: Trading Psychology Series: Ignorance
2015/4/22,@IanNelson9 $AAPL ...Apple is 13% of the #MG25 - Market Guru investor group's index.
2015/4/22,"RT @royfberger: Eye of the tiger, baby! $GOOG $PCLN $TWTR $FB $AAPL $EBAY $GM $DUST $BABA"
2015/4/22,The Fed And The Markets: Where To Invest In The Current Environment
2015/4/22,$AAPL may get denied here
2015/4/23,$AAPL - Intel Corporation Might Be Bringing a Revolutionary Technology at 10-Nanometers
2015/4/23,$AAPL +1.35% overnight. Going to need a few more days like this for my July OTM calls to be green but we have Monday's earnings #bullish
2015/4/23,Interested in $AAPL checkout our APIs at
2015/4/23,Interested in $AAPL checkout our APIs at
2015/4/23,Interested in $AAPL checkout our APIs at
2015/4/23,$AAPL vs. $QCOM vs. $INTC vs. $GOOGL Compared Across 9 Critical Measures
2015/4/23,I understood today how Iwatch can be payment gadget and place $AAPL decidedly into payment biz. Brilliant.
2015/4/23,"Your first 'green' trade for Thursday, April 23:"
2015/4/23,S&amp;P100 #Stocks Trend $MA $BK $MCD $ABT $QCOM $BMY $V $ABBV $MS $AMGN $GOOGL $IBM $VZ $EMC $USD $AAPL $KO $MDT  @
2015/4/23,"Apple: FBR Raises Watch Estimate, Sees 2M in Pre-Sales - Tech Trader Daily - Barron's $AAPL"
2015/4/23,RT @IGAus: Will Apple reach new all-time highs on April 28? Preview $AAPL Earnings with The Next Trade.
2015/4/23,@Nouf_wpt $AAPL ...Apple is 13% of the #MG25 - Market Guru investor group's index.
2015/4/23,RT @1800ASENNA: Logic says #SPX will break into the $AAPL earnings report on the 27th April.
2015/4/24,A look at slicing up Apple
2015/4/24,#AppleWatch launches at handful of big-city boutiques $AAPL
2015/4/24,"$AAPL BUY +5,000 AAPL 100 (Weeklys) MAY1 15 140 CALL @.37 LMT
$AAPL BUY +5,000 AAPL 100 JUL 15 115 PUT @1.82 LMT"
2015/4/24,At least my call option for $AAPL looks promising... $FB and $UA are both laughing at my face while the indexes soar. Because fuck logic
2015/4/24,"RT @MonicaPHiguera: Las manzanas son buenas para la salud.
Me encantan.
$AAPL si hay un papel que ha sido benévolo conmigo es ese.
o que lo…"
2015/4/24,RT @mattmiller1973: Why doesn't $AAPL make an iPhone nano? Need it for my motorcycle
2015/4/24,"@JustinPulitzer Good to hear on $AAPL.  What about $TSLA?  Ping me with the video if you can pls, will RT :)"
2015/4/24,@JBad1982 $AAPL ...A lot of Apple talk on #MarketGuru investor group.
2015/4/24,"$VRX, $AAPL, $MCD: A Look At Locust Wood’s Major First Quarter Moves"
2015/4/24,$GOOGL $AAPL  There's an Android robot urinating on the Apple logo in Google Maps
2015/4/24,$AAPL drip drip drip back to lod
2015/4/24,"After $AAPL $130.41, all clear to $133"
2015/4/24,"Mature, Calm, Rational Nasdaq Surpasses Pre-Bubble High"
2015/4/24,@gwinvesting $AAPL Apple Earnings Preview: It's All About iPhone Sales Momentum
2015/4/24,What's Wrong With Qualcomm
2015/4/24,Deutsche Bank Previews Apple’s Earnings
2015/4/24,$AAPL watch is coming sooner will it work?. Spotlight on other watch manufacturers
2015/4/25,$AAPL - Should Nokia Corporation Launch New Smartphones?
2015/4/25,#Dow #stocks $AAPL Apple  Daily:0.47% Weekly:4.43% YTD:18.49% Trend:95 / 100
2015/4/25,APPLE Technicals - Daily Levels.. $AAPL ???#aapl
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,RT @MobilePotpurri: #AppleWatch teardown - $AAPL #smartwatch #wearables
2015/4/25,Want to know how to play $AAPL ahead of earnings on Monday? @jimcramer's #GamePlan has you covered! Watch  now @CNBC
2015/4/25,"$GLUU Ex-Div Date

Click Here:"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,"RT @StockHighAlert: #TEAMBILLIONAIRE Calling All Traders $MNKD $MAT $UUP $TRN $VALE $LOGI $GWPH  $AAVL $FB $TWTR $GOOG $AAPL 
TO JOIN US &amp; …"
2015/4/25,“@MarketWatch: Apple $AAPL is set to report second-quarter earnings. Our preview:
2015/4/25,Apple Given a $135.00 Price Target by Cowen and Company Analysts $AAPL
